 x_1         f_x1     grad_x1       x_1_step   
3.59170e-01  1.07751e+00  3.00000e+00  1.02171e-04  
3.58921e-01  -3.58921e-01  -1.00000e+00  2.48354e-04  
3.58750e-01  -3.58750e-01  -1.00000e+00  1.71458e-04  
3.58648e-01  1.07594e+00  3.00000e+00  1.02171e-04  
3.58399e-01  -3.58399e-01  -1.00000e+00  2.48354e-04  
3.58228e-01  -3.58228e-01  -1.00000e+00  1.71458e-04  
3.58126e-01  1.07438e+00  3.00000e+00  1.02171e-04  
3.57877e-01  -3.57877e-01  -1.00000e+00  2.48355e-04  
3.57706e-01  -3.57706e-01  -1.00000e+00  1.71458e-04  
3.57604e-01  1.07281e+00  3.00000e+00  1.02171e-04  
3.57355e-01  -3.57355e-01  -1.00000e+00  2.48356e-04  
3.57184e-01  -3.57184e-01  -1.00000e+00  1.71459e-04  
3.57082e-01  1.07124e+00  3.00000e+00  1.02171e-04  
3.56833e-01  -3.56833e-01  -1.00000e+00  2.48357e-04  
3.56662e-01  -3.56662e-01  -1.00000e+00  1.71459e-04  
3.56560e-01  1.06968e+00  3.00000e+00  1.02171e-04  
3.56311e-01  -3.56311e-01  -1.00000e+00  2.48357e-04  
3.56140e-01  -3.56140e-01  -1.00000e+00  1.71459e-04  
3.56038e-01  1.06811e+00  3.00000e+00  1.02171e-04  
3.55789e-01  -3.55789e-01  -1.00000e+00  2.48358e-04  
3.55618e-01  -3.55618e-01  -1.00000e+00  1.71459e-04  
3.55516e-01  1.06655e+00  3.00000e+00  1.02171e-04  
3.55267e-01  -3.55267e-01  -1.00000e+00  2.48359e-04  
3.55096e-01  -3.55096e-01  -1.00000e+00  1.71460e-04  
3.54994e-01  1.06498e+00  3.00000e+00  1.02171e-04  
3.54745e-01  -3.54745e-01  -1.00000e+00  2.48360e-04  
3.54574e-01  -3.54574e-01  -1.00000e+00  1.71460e-04  
3.54472e-01  1.06341e+00  3.00000e+00  1.02171e-04  
3.54223e-01  -3.54223e-01  -1.00000e+00  2.48360e-04  
3.54052e-01  -3.54052e-01  -1.00000e+00  1.71460e-04  
3.53950e-01  1.06185e+00  3.00000e+00  1.02171e-04  
3.53701e-01  -3.53701e-01  -1.00000e+00  2.48361e-04  
3.53530e-01  -3.53530e-01  -1.00000e+00  1.71460e-04  
3.53428e-01  1.06028e+00  3.00000e+00  1.02171e-04  
3.53179e-01  -3.53179e-01  -1.00000e+00  2.48362e-04  
3.53008e-01  -3.53008e-01  -1.00000e+00  1.71461e-04  
3.52906e-01  1.05872e+00  3.00000e+00  1.02171e-04  
3.52657e-01  -3.52657e-01  -1.00000e+00  2.48363e-04  
3.52486e-01  -3.52486e-01  -1.00000e+00  1.71461e-04  
3.52384e-01  1.05715e+00  3.00000e+00  1.02171e-04  
3.52135e-01  -3.52135e-01  -1.00000e+00  2.48363e-04  
3.51964e-01  -3.51964e-01  -1.00000e+00  1.71461e-04  
3.51862e-01  1.05559e+00  3.00000e+00  1.02171e-04  
3.51613e-01  -3.51613e-01  -1.00000e+00  2.48364e-04  
3.51442e-01  -3.51442e-01  -1.00000e+00  1.71461e-04  
3.51340e-01  1.05402e+00  3.00000e+00  1.02171e-04  
3.51091e-01  -3.51091e-01  -1.00000e+00  2.48365e-04  
3.50920e-01  -3.50920e-01  -1.00000e+00  1.71462e-04  
3.50818e-01  1.05245e+00  3.00000e+00  1.02171e-04  
3.50569e-01  -3.50569e-01  -1.00000e+00  2.48366e-04  
3.50398e-01  -3.50398e-01  -1.00000e+00  1.71462e-04  
3.50296e-01  1.05089e+00  3.00000e+00  1.02171e-04  
3.50047e-01  -3.50047e-01  -1.00000e+00  2.48366e-04  
3.49876e-01  -3.49876e-01  -1.00000e+00  1.71462e-04  
3.49774e-01  1.04932e+00  3.00000e+00  1.02171e-04  
3.49525e-01  -3.49525e-01  -1.00000e+00  2.48367e-04  
3.49354e-01  -3.49354e-01  -1.00000e+00  1.71462e-04  
3.49252e-01  1.04776e+00  3.00000e+00  1.02171e-04  
3.49003e-01  -3.49003e-01  -1.00000e+00  2.48368e-04  
3.48832e-01  -3.48832e-01  -1.00000e+00  1.71463e-04  
3.48730e-01  1.04619e+00  3.00000e+00  1.02171e-04  
3.48481e-01  -3.48481e-01  -1.00000e+00  2.48368e-04  
3.48310e-01  -3.48310e-01  -1.00000e+00  1.71463e-04  
3.48208e-01  1.04462e+00  3.00000e+00  1.02171e-04  
3.47959e-01  -3.47959e-01  -1.00000e+00  2.48369e-04  
3.47788e-01  -3.47788e-01  -1.00000e+00  1.71463e-04  
3.47686e-01  1.04306e+00  3.00000e+00  1.02171e-04  
3.47437e-01  -3.47437e-01  -1.00000e+00  2.48370e-04  
3.47266e-01  -3.47266e-01  -1.00000e+00  1.71463e-04  
3.47164e-01  1.04149e+00  3.00000e+00  1.02171e-04  
3.46915e-01  -3.46915e-01  -1.00000e+00  2.48370e-04  
3.46744e-01  -3.46744e-01  -1.00000e+00  1.71464e-04  
3.46642e-01  1.03993e+00  3.00000e+00  1.02171e-04  
3.46393e-01  -3.46393e-01  -1.00000e+00  2.48371e-04  
3.46222e-01  -3.46222e-01  -1.00000e+00  1.71464e-04  
3.46120e-01  1.03836e+00  3.00000e+00  1.02171e-04  
3.45871e-01  -3.45871e-01  -1.00000e+00  2.48372e-04  
3.45700e-01  -3.45700e-01  -1.00000e+00  1.71464e-04  
3.45598e-01  1.03679e+00  3.00000e+00  1.02171e-04  
3.45349e-01  -3.45349e-01  -1.00000e+00  2.48372e-04  
3.45178e-01  -3.45178e-01  -1.00000e+00  1.71464e-04  
3.45076e-01  1.03523e+00  3.00000e+00  1.02171e-04  
3.44827e-01  -3.44827e-01  -1.00000e+00  2.48373e-04  
3.44656e-01  -3.44656e-01  -1.00000e+00  1.71464e-04  
3.44554e-01  1.03366e+00  3.00000e+00  1.02171e-04  
3.44305e-01  -3.44305e-01  -1.00000e+00  2.48374e-04  
3.44134e-01  -3.44134e-01  -1.00000e+00  1.71465e-04  
3.44032e-01  1.03209e+00  3.00000e+00  1.02171e-04  
3.43783e-01  -3.43783e-01  -1.00000e+00  2.48374e-04  
3.43612e-01  -3.43612e-01  -1.00000e+00  1.71465e-04  
3.43510e-01  1.03053e+00  3.00000e+00  1.02171e-04  
3.43261e-01  -3.43261e-01  -1.00000e+00  2.48375e-04  
3.43090e-01  -3.43090e-01  -1.00000e+00  1.71465e-04  
3.42988e-01  1.02896e+00  3.00000e+00  1.02171e-04  
3.42739e-01  -3.42739e-01  -1.00000e+00  2.48376e-04  
3.42568e-01  -3.42568e-01  -1.00000e+00  1.71465e-04  
3.42466e-01  1.02740e+00  3.00000e+00  1.02171e-04  
3.42217e-01  -3.42217e-01  -1.00000e+00  2.48376e-04  
3.42046e-01  -3.42046e-01  -1.00000e+00  1.71466e-04  
3.41944e-01  1.02583e+00  3.00000e+00  1.02171e-04  
3.41695e-01  -3.41695e-01  -1.00000e+00  2.48377e-04  
3.41524e-01  -3.41524e-01  -1.00000e+00  1.71466e-04  
3.41422e-01  1.02426e+00  3.00000e+00  1.02171e-04  
3.41173e-01  -3.41173e-01  -1.00000e+00  2.48377e-04  
3.41002e-01  -3.41002e-01  -1.00000e+00  1.71466e-04  
3.40900e-01  1.02270e+00  3.00000e+00  1.02171e-04  
3.40651e-01  -3.40651e-01  -1.00000e+00  2.48378e-04  
3.40480e-01  -3.40480e-01  -1.00000e+00  1.71466e-04  
3.40378e-01  1.02113e+00  3.00000e+00  1.02171e-04  
3.40129e-01  -3.40129e-01  -1.00000e+00  2.48379e-04  
3.39958e-01  -3.39958e-01  -1.00000e+00  1.71466e-04  
3.39856e-01  1.01957e+00  3.00000e+00  1.02171e-04  
3.39607e-01  -3.39607e-01  -1.00000e+00  2.48379e-04  
3.39436e-01  -3.39436e-01  -1.00000e+00  1.71467e-04  
3.39334e-01  1.01800e+00  3.00000e+00  1.02171e-04  
3.39085e-01  -3.39085e-01  -1.00000e+00  2.48380e-04  
3.38914e-01  -3.38914e-01  -1.00000e+00  1.71467e-04  
3.38811e-01  1.01643e+00  3.00000e+00  1.02171e-04  
3.38563e-01  -3.38563e-01  -1.00000e+00  2.48380e-04  
3.38392e-01  -3.38392e-01  -1.00000e+00  1.71467e-04  
3.38289e-01  1.01487e+00  3.00000e+00  1.02171e-04  
3.38041e-01  -3.38041e-01  -1.00000e+00  2.48381e-04  
3.37870e-01  -3.37870e-01  -1.00000e+00  1.71467e-04  
3.37767e-01  1.01330e+00  3.00000e+00  1.02171e-04  
3.37519e-01  -3.37519e-01  -1.00000e+00  2.48382e-04  
3.37348e-01  -3.37348e-01  -1.00000e+00  1.71467e-04  
3.37245e-01  1.01174e+00  3.00000e+00  1.02171e-04  
3.36997e-01  -3.36997e-01  -1.00000e+00  2.48382e-04  
3.36826e-01  -3.36826e-01  -1.00000e+00  1.71468e-04  
3.36723e-01  1.01017e+00  3.00000e+00  1.02171e-04  
3.36475e-01  -3.36475e-01  -1.00000e+00  2.48383e-04  
3.36304e-01  -3.36304e-01  -1.00000e+00  1.71468e-04  
3.36201e-01  1.00860e+00  3.00000e+00  1.02171e-04  
3.35953e-01  -3.35953e-01  -1.00000e+00  2.48383e-04  
3.35782e-01  -3.35782e-01  -1.00000e+00  1.71468e-04  
3.35679e-01  1.00704e+00  3.00000e+00  1.02171e-04  
3.35431e-01  -3.35431e-01  -1.00000e+00  2.48384e-04  
3.35260e-01  -3.35260e-01  -1.00000e+00  1.71468e-04  
3.35157e-01  1.00547e+00  3.00000e+00  1.02171e-04  
3.34909e-01  -3.34909e-01  -1.00000e+00  2.48385e-04  
3.34737e-01  -3.34737e-01  -1.00000e+00  1.71468e-04  
3.34635e-01  1.00391e+00  3.00000e+00  1.02171e-04  
3.34387e-01  -3.34387e-01  -1.00000e+00  2.48385e-04  
3.34215e-01  -3.34215e-01  -1.00000e+00  1.71469e-04  
3.34113e-01  1.00234e+00  3.00000e+00  1.02171e-04  
3.33865e-01  -3.33865e-01  -1.00000e+00  2.48386e-04  
3.33693e-01  -3.33693e-01  -1.00000e+00  1.71469e-04  
3.33591e-01  1.00077e+00  3.00000e+00  1.02171e-04  
3.33343e-01  -3.33343e-01  -1.00000e+00  2.48386e-04  
3.33171e-01  -3.33171e-01  -1.00000e+00  1.71469e-04  
3.33069e-01  9.99208e-01  3.00000e+00  1.02171e-04  
3.32821e-01  -3.32821e-01  -1.00000e+00  2.48387e-04  
3.32649e-01  -3.32649e-01  -1.00000e+00  1.71469e-04  
3.32547e-01  9.97642e-01  3.00000e+00  1.02171e-04  
3.32299e-01  -3.32299e-01  -1.00000e+00  2.48387e-04  
3.32127e-01  -3.32127e-01  -1.00000e+00  1.71469e-04  
3.32025e-01  9.96076e-01  3.00000e+00  1.02171e-04  
3.31777e-01  -3.31777e-01  -1.00000e+00  2.48388e-04  
3.31605e-01  -3.31605e-01  -1.00000e+00  1.71470e-04  
3.31503e-01  9.94509e-01  3.00000e+00  1.02171e-04  
3.31255e-01  -3.31255e-01  -1.00000e+00  2.48388e-04  
3.31083e-01  -3.31083e-01  -1.00000e+00  1.71470e-04  
3.30981e-01  9.92943e-01  3.00000e+00  1.02171e-04  
3.30733e-01  -3.30733e-01  -1.00000e+00  2.48389e-04  
3.30561e-01  -3.30561e-01  -1.00000e+00  1.71470e-04  
3.30459e-01  9.91377e-01  3.00000e+00  1.02171e-04  
3.30211e-01  -3.30211e-01  -1.00000e+00  2.48390e-04  
3.30039e-01  -3.30039e-01  -1.00000e+00  1.71470e-04  
3.29937e-01  9.89811e-01  3.00000e+00  1.02171e-04  
3.29689e-01  -3.29689e-01  -1.00000e+00  2.48390e-04  
3.29517e-01  -3.29517e-01  -1.00000e+00  1.71470e-04  
3.29415e-01  9.88245e-01  3.00000e+00  1.02171e-04  
3.29167e-01  -3.29167e-01  -1.00000e+00  2.48391e-04  
3.28995e-01  -3.28995e-01  -1.00000e+00  1.71470e-04  
3.28893e-01  9.86679e-01  3.00000e+00  1.02171e-04  
3.28645e-01  -3.28645e-01  -1.00000e+00  2.48391e-04  
3.28473e-01  -3.28473e-01  -1.00000e+00  1.71471e-04  
3.28371e-01  9.85113e-01  3.00000e+00  1.02171e-04  
3.28123e-01  -3.28123e-01  -1.00000e+00  2.48392e-04  
3.27951e-01  -3.27951e-01  -1.00000e+00  1.71471e-04  
3.27849e-01  9.83547e-01  3.00000e+00  1.02171e-04  
3.27601e-01  -3.27601e-01  -1.00000e+00  2.48392e-04  
3.27429e-01  -3.27429e-01  -1.00000e+00  1.71471e-04  
3.27327e-01  9.81981e-01  3.00000e+00  1.02171e-04  
3.27079e-01  -3.27079e-01  -1.00000e+00  2.48393e-04  
3.26907e-01  -3.26907e-01  -1.00000e+00  1.71471e-04  
3.26805e-01  9.80415e-01  3.00000e+00  1.02171e-04  
3.26556e-01  -3.26556e-01  -1.00000e+00  2.48393e-04  
3.26385e-01  -3.26385e-01  -1.00000e+00  1.71471e-04  
3.26283e-01  9.78849e-01  3.00000e+00  1.02171e-04  
3.26034e-01  -3.26034e-01  -1.00000e+00  2.48394e-04  
3.25863e-01  -3.25863e-01  -1.00000e+00  1.71472e-04  
3.25761e-01  9.77282e-01  3.00000e+00  1.02171e-04  
3.25512e-01  -3.25512e-01  -1.00000e+00  2.48394e-04  
3.25341e-01  -3.25341e-01  -1.00000e+00  1.71472e-04  
3.25239e-01  9.75716e-01  3.00000e+00  1.02171e-04  
3.24990e-01  -3.24990e-01  -1.00000e+00  2.48395e-04  
3.24819e-01  -3.24819e-01  -1.00000e+00  1.71472e-04  
3.24717e-01  9.74150e-01  3.00000e+00  1.02171e-04  
3.24468e-01  -3.24468e-01  -1.00000e+00  2.48395e-04  
